nome,fabricante,preco,precoParcelado,descontoPorcentagem,link,categoria,imagens,vendedor,isOpenBox,termino,disponivel
"SSD 1 TB WD Red SN700, M.2 2280, NVMe, Leitura: 3430MB/s e Gravação: 3000MB/s, Vermelho - WDS100T1R0C",WD,969.99,1141.16,5.0,https://kabum.com.br/produto/268539/ssd-1-tb-wd-red-sn700-m-2-2280-nvme-leitura-3430mb-s-e-gravacao-3000mb-s-vermelho-wds100t1r0c,Hardware/SSD/SSD PCIe NVMe,"['https://images.kabum.com.br/produtos/fotos/268539/ssd-wd-red-sn700-1tb-m-2-2280-nvme-leituras-3430mb-s-gravacao-3000mb-s-vermelho-wds100t1r0c_1637326019_original.jpg', 'https://images.kabum.com.br/produtos/fotos/268539/ssd-wd-red-sn700-1tb-m-2-2280-nvme-leituras-3430mb-s-gravacao-3000mb-s-vermelho-wds100t1r0c_1637326020_original.jpg', 'https://images.kabum.com.br/produtos/fotos/268539/ssd-wd-red-sn700-1tb-m-2-2280-nvme-leituras-3430mb-s-gravacao-3000mb-s-vermelho-wds100t1r0c_1637326021_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,7.0
"Processador Intel Core i9-12900KS, 3.4GHz (5.5GHz Max Turbo), Cache 30MB, LGA 1700, Vídeo Integrado - BX8071512900KS",Intel,2999.99,3529.4,25.0,https://kabum.com.br/produto/315286/processador-intel-core-i9-12900ks-3-4ghz-5-5ghz-max-turbo-cache-30mb-lga-1700-video-integrado-bx8071512900ks,Hardware/Processadores/Processador Intel,"['https://images.kabum.com.br/produtos/fotos/315286/processador-intel-core-i9-12900ks-cache-30mb-3-4ghz-5-5ghz-max-turbo-lga-1700-bx8071512900ks_1649103568_original.jpg', 'https://images.kabum.com.br/produtos/fotos/315286/processador-intel-core-i9-12900ks-cache-30mb-3-4ghz-5-5ghz-max-turbo-lga-1700-bx8071512900ks_1649103566_original.jpg', 'https://images.kabum.com.br/produtos/fotos/315286/processador-intel-core-i9-12900ks-cache-30mb-3-4ghz-5-5ghz-max-turbo-lga-1700-bx8071512900ks_1649103567_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,27.0
Ssd 240gb Adata Su650 - Leitura 520 Mb/s - Gravação 450mb/s - Asu650ss-240gt-r,Adata,109.0,128.24,21.0,https://kabum.com.br/produto/202655/ssd-240gb-adata-su650-leitura-520-mb-s-gravacao-450mb-s-asu650ss-240gt-r,Hardware/SSD/SSD SATA,"['https://images.kabum.com.br/produtos/fotos/sync_mirakl/202655/Ssd-240gb-Adata-Su650-Leitura-520-Mb-s-Grava-o-450mb-s-Asu650ss-240gt-r_1682582304_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/202655/Ssd-240gb-Adata-Su650-Leitura-520-Mb-s-Grava-o-450mb-s-Asu650ss-240gt-r_1682582333_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/202655/Ssd-240gb-Adata-Su650-Leitura-520-Mb-s-Grava-o-450mb-s-Asu650ss-240gt-r_1682582377_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/202655/Ssd-240gb-Adata-Su650-Leitura-520-Mb-s-Grava-o-450mb-s-Asu650ss-240gt-r_1682582418_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/202655/Ssd-240gb-Adata-Su650-Leitura-520-Mb-s-Grava-o-450mb-s-Asu650ss-240gt-r_1682582452_gg.jpg']",Só Memórias,False,2023-06-02 07:00:00,46.0
"Memória Kingston Fury Beast para Intel XMP, 32GB (2x16GB), 5600MHz, DDR5, CL40, Preto - KF556C40BBK2-32",Kingston FURY,1039.99,1223.52,13.0,https://kabum.com.br/produto/285968/memoria-kingston-fury-beast-para-intel-xmp-32gb-2x16gb-5600mhz-ddr5-cl40-preto-kf556c40bbk2-32,Hardware/Memória RAM/DDR 5,"['https://images.kabum.com.br/produtos/fotos/285968/memoria-kingston-fury-beast-32gb-2x16gb-5600mhz-ddr5-cl40-preto-kf556c40bbk2-32_1639578384_original.jpg', 'https://images.kabum.com.br/produtos/fotos/285968/memoria-kingston-fury-beast-32gb-2x16gb-5600mhz-ddr5-cl40-preto-kf556c40bbk2-32_1639578385_original.jpg', 'https://images.kabum.com.br/produtos/fotos/285968/memoria-kingston-fury-beast-32gb-2x16gb-5600mhz-ddr5-cl40-preto-kf556c40bbk2-32_1639578388_original.jpg', 'https://images.kabum.com.br/produtos/fotos/285968/memoria-kingston-fury-beast-32gb-2x16gb-5600mhz-ddr5-cl40-preto-kf556c40bbk2-32_1639578386_original.jpg', 'https://images.kabum.com.br/produtos/fotos/285968/memoria-kingston-fury-beast-32gb-2x16gb-5600mhz-ddr5-cl40-preto-kf556c40bbk2-32_1639578387_original.jpg']",KaBuM!,False,2023-06-02 08:00:00,33.0
"Placa de Vídeo RTX 3060 Eagle Gigabyte NVIDIA GeForce, rev. 2.0, 12G GDDR6, DLSS, Ray Tracing - GV-N3060EAGLE OC-12GD",Gigabyte,2609.99,3070.58,5.0,https://kabum.com.br/produto/197136/placa-de-video-rtx-3060-eagle-gigabyte-nvidia-geforce-rev-2-0-12g-gddr6-dlss-ray-tracing-gv-n3060eagle-oc-12gd,Hardware/Placa de vídeo (VGA)/Placa de vídeo Nvidia,"['https://images.kabum.com.br/produtos/fotos/197136/placa-de-video-gigabyte-nvidia-geforce-rtx-3060-eeagle-rev-2-0-12g-gddr6-dlss-ray-tracing-gv-n3060eagle-oc-12gd_1630595998_original.jpg', 'https://images.kabum.com.br/produtos/fotos/197136/placa-de-video-gigabyte-nvidia-geforce-rtx-3060-eeagle-rev-2-0-12g-gddr6-dlss-ray-tracing-gv-n3060eagle-oc-12gd_1630596001_original.jpg', 'https://images.kabum.com.br/produtos/fotos/197136/placa-de-video-gigabyte-nvidia-geforce-rtx-3060-eeagle-rev-2-0-12g-gddr6-dlss-ray-tracing-gv-n3060eagle-oc-12gd_1630595995_original.jpg', 'https://images.kabum.com.br/produtos/fotos/197136/placa-de-video-gigabyte-nvidia-geforce-rtx-3060-eeagle-rev-2-0-12g-gddr6-dlss-ray-tracing-gv-n3060eagle-oc-12gd_1630595996_original.jpg', 'https://images.kabum.com.br/produtos/fotos/197136/placa-de-video-gigabyte-nvidia-geforce-rtx-3060-eeagle-rev-2-0-12g-gddr6-dlss-ray-tracing-gv-n3060eagle-oc-12gd_1630595997_original.jpg', 'https://images.kabum.com.br/produtos/fotos/197136/placa-de-video-gigabyte-nvidia-geforce-rtx-3060-eeagle-rev-2-0-12g-gddr6-dlss-ray-tracing-gv-n3060eagle-oc-12gd_1630595999_original.jpg', 'https://images.kabum.com.br/produtos/fotos/197136/placa-de-video-gigabyte-nvidia-geforce-rtx-3060-eeagle-rev-2-0-12g-gddr6-dlss-ray-tracing-gv-n3060eagle-oc-12gd_1630596002_original.jpg', 'https://images.kabum.com.br/produtos/fotos/197136/placa-de-video-gigabyte-nvidia-geforce-rtx-3060-eeagle-rev-2-0-12g-gddr6-dlss-ray-tracing-gv-n3060eagle-oc-12gd_1630596000_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,26.0
"Water Cooler NZXT Kraken Z63, Fans de 280mm, com Display LCD, Branco - RL-KRZ63-RW",NZXT,1729.99,2035.28,5.0,https://kabum.com.br/produto/240200/water-cooler-nzxt-kraken-z63-fans-de-280mm-com-display-lcd-branco-rl-krz63-rw,Hardware/Coolers/Water Cooler,"['https://images.kabum.com.br/produtos/fotos/240200/water-cooler-nzxt-kraken-z63-fans-de-280mm-com-display-lcd-branco-rl-krz63-rw_1634144395_original.jpg', 'https://images.kabum.com.br/produtos/fotos/240200/water-cooler-nzxt-kraken-z63-fans-de-280mm-com-display-lcd-branco-rl-krz63-rw_1634144394_original.jpg', 'https://images.kabum.com.br/produtos/fotos/240200/water-cooler-nzxt-kraken-z63-fans-de-280mm-com-display-lcd-branco-rl-krz63-rw_1634144397_original.jpg', 'https://images.kabum.com.br/produtos/fotos/240200/water-cooler-nzxt-kraken-z63-fans-de-280mm-com-display-lcd-branco-rl-krz63-rw_1634144396_original.jpg', 'https://images.kabum.com.br/produtos/fotos/240200/water-cooler-nzxt-kraken-z63-fans-de-280mm-com-display-lcd-branco-rl-krz63-rw_1634144393_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,10.0
"SSD 500 GB WD Red SN700, M.2 2280, NVMe, Leitura: 3430MB/s e Gravação: 2600MB/s, Vermelho - WDS500G1R0C",WD,549.99,647.05,8.0,https://kabum.com.br/produto/268537/ssd-500-gb-wd-red-sn700-m-2-2280-nvme-leitura-3430mb-s-e-gravacao-2600mb-s-vermelho-wds500g1r0c,Hardware/SSD/SSD PCIe NVMe,"['https://images.kabum.com.br/produtos/fotos/268537/ssd-wd-red-sn700-500gb-m-2-2280-nvme-leituras-3430mb-s-gravacao-2600mb-s-vermelho-wds500g1r0c_1637325510_original.jpg', 'https://images.kabum.com.br/produtos/fotos/268537/ssd-wd-red-sn700-500gb-m-2-2280-nvme-leituras-3430mb-s-gravacao-2600mb-s-vermelho-wds500g1r0c_1637325511_original.jpg', 'https://images.kabum.com.br/produtos/fotos/268537/ssd-wd-red-sn700-500gb-m-2-2280-nvme-leituras-3430mb-s-gravacao-2600mb-s-vermelho-wds500g1r0c_1637325512_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,17.0
"Water Cooler NZXT Kraken X53 240mm (2x 120mm), RGB, para Intel/AMD, Branco - RL-KRX53-RW",NZXT,1024.99,1205.87,14.0,https://kabum.com.br/produto/312306/water-cooler-nzxt-kraken-x53-240mm-2x-120mm-rgb-para-intel-amd-branco-rl-krx53-rw,Hardware/Coolers/Water Cooler,"['https://images.kabum.com.br/produtos/fotos/312306/water-cooler-nzxt-kraken-x53-240mm-2x-120mm-rgb-para-intel-amd-branco-rl-krx53-rw_1645035618_original.jpg', 'https://images.kabum.com.br/produtos/fotos/312306/water-cooler-nzxt-kraken-x53-240mm-2x-120mm-rgb-para-intel-amd-branco-rl-krx53-rw_1645035619_original.jpg', 'https://images.kabum.com.br/produtos/fotos/312306/water-cooler-nzxt-kraken-x53-240mm-2x-120mm-rgb-para-intel-amd-branco-rl-krx53-rw_1645035617_original.jpg', 'https://images.kabum.com.br/produtos/fotos/312306/water-cooler-nzxt-kraken-x53-240mm-2x-120mm-rgb-para-intel-amd-branco-rl-krx53-rw_1645035616_original.jpg', 'https://images.kabum.com.br/produtos/fotos/312306/water-cooler-nzxt-kraken-x53-240mm-2x-120mm-rgb-para-intel-amd-branco-rl-krx53-rw_1645035615_original.jpg']",KaBuM!,False,2023-06-02 08:00:00,5.0
"Cooler para Processador Cooler Master MasterAir MA620P, RGB, AMD/Intel, 120mm - MAP-D6PN-218PC-R1",Cooler Master,324.99,382.34,13.0,https://kabum.com.br/produto/104831/cooler-para-processador-cooler-master-masterair-ma620p-rgb-amd-intel-120mm-map-d6pn-218pc-r1,Hardware/Coolers/Air Cooler,"['https://images.kabum.com.br/produtos/fotos/104831/-cooler-para-processador-cooler-master-masterair-ma620p-rgb-amd-intel-map-d6pn-218pc-r1-_1570193971_original.jpg', 'https://images.kabum.com.br/produtos/fotos/104831/-cooler-para-processador-cooler-master-masterair-ma620p-rgb-amd-intel-map-d6pn-218pc-r1-_-cooler-para-processador-cooler-master-masterair-ma620p-rgb-amd-intel-map-d6pn-218pc-r1-_1570193981_original.jpg', 'https://images.kabum.com.br/produtos/fotos/104831/-cooler-para-processador-cooler-master-masterair-ma620p-rgb-amd-intel-map-d6pn-218pc-r1-_-cooler-para-processador-cooler-master-masterair-ma620p-rgb-amd-intel-map-d6pn-218pc-r1-_1570193974_original.jpg', 'https://images.kabum.com.br/produtos/fotos/104831/-cooler-para-processador-cooler-master-masterair-ma620p-rgb-amd-intel-map-d6pn-218pc-r1-_-cooler-para-processador-cooler-master-masterair-ma620p-rgb-amd-intel-map-d6pn-218pc-r1-_1570193977_original.jpg', 'https://images.kabum.com.br/produtos/fotos/104831/-cooler-para-processador-cooler-master-masterair-ma620p-rgb-amd-intel-map-d6pn-218pc-r1-_-cooler-para-processador-cooler-master-masterair-ma620p-rgb-amd-intel-map-d6pn-218pc-r1-_1570193972_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,44.0
"Cooler Fan Corsair AF140, 2 Unidades, 140mm, LED Azul, Preto - CO-9050090-WW",Corsair,89.99,105.87,18.0,https://kabum.com.br/produto/108129/cooler-fan-corsair-af140-2-unidades-140mm-led-azul-preto-co-9050090-ww,Hardware/Coolers/FAN,"['https://images.kabum.com.br/produtos/fotos/108129/kit-com-2-cooler-fan-corsair-af140-140mm-led-azul-co-9050090-ww_1575549823_original.jpg', 'https://images.kabum.com.br/produtos/fotos/108129/kit-com-2-cooler-fan-corsair-af140-140mm-led-azul-co-9050090-ww_1575549824_original.jpg', 'https://images.kabum.com.br/produtos/fotos/108129/kit-com-2-cooler-fan-corsair-af140-140mm-led-azul-co-9050090-ww_1575549822_original.jpg', 'https://images.kabum.com.br/produtos/fotos/108129/kit-com-2-cooler-fan-corsair-af140-140mm-led-azul-co-9050090-ww_1575549821_original.jpg', 'https://images.kabum.com.br/produtos/fotos/108129/kit-com-2-cooler-fan-corsair-af140-140mm-led-azul-co-9050090-ww_1575549825_original.jpg', 'https://images.kabum.com.br/produtos/fotos/108129/kit-com-2-cooler-fan-corsair-af140-140mm-led-azul-co-9050090-ww_1575549820_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,16.0
"Processador AMD Ryzen 9 7900X3D, 5.6GHz Max Turbo, Cache 140MB, AM5, 12 Núcleos, Vídeo Integrado - 100-100000909WOF",AMD,4299.99,5058.81,11.0,https://kabum.com.br/produto/426261/processador-amd-ryzen-9-7900x3d-5-6ghz-max-turbo-cache-140mb-am5-12-nucleos-video-integrado-100-100000909wof,Hardware/Processadores/Processador AMD/Ryzen,"['https://images.kabum.com.br/produtos/fotos/426261/processador-amd-ryzen-9-7900x3d-5-6ghz-max-turbo-cache-140mb-am5-12-nucleos-video-integrado-100-100000909wof_1676552311_original.jpg', 'https://images.kabum.com.br/produtos/fotos/426261/processador-amd-ryzen-9-7900x3d-5-6ghz-max-turbo-cache-140mb-am5-12-nucleos-video-integrado-100-100000909wof_1677177102_original.jpg', 'https://images.kabum.com.br/produtos/fotos/426261/processador-amd-ryzen-9-7900x3d-5-6ghz-max-turbo-cache-140mb-am5-12-nucleos-video-integrado-100-100000909wof_1677177103_original.jpg', 'https://images.kabum.com.br/produtos/fotos/426261/processador-amd-ryzen-9-7900x3d-5-6ghz-max-turbo-cache-140mb-am5-12-nucleos-video-integrado-100-100000909wof_1677177104_original.jpg', 'https://images.kabum.com.br/produtos/fotos/426261/processador-amd-ryzen-9-7900x3d-5-6ghz-max-turbo-cache-140mb-am5-12-nucleos-video-integrado-100-100000909wof_1677177105_original.jpg', 'https://images.kabum.com.br/produtos/fotos/426261/processador-amd-ryzen-9-7900x3d-5-6ghz-max-turbo-cache-140mb-am5-12-nucleos-video-integrado-100-100000909wof_1677177106_original.jpg', 'https://images.kabum.com.br/produtos/fotos/426261/processador-amd-ryzen-9-7900x3d-5-6ghz-max-turbo-cache-140mb-am5-12-nucleos-video-integrado-100-100000909wof_1677177107_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,20.0
"Processador Intel 11700F Core I7 11ª Geração, 2.50GHz, Box - BX8070811700F",Intel,1686.91,1984.6,13.0,https://kabum.com.br/produto/169601/processador-intel-11700f-core-i7-11-geracao-2-50ghz-box-bx8070811700f,Hardware/Processadores/Processador Intel/Core i7,"['https://images.kabum.com.br/produtos/fotos/sync_mirakl/169601/Processador-Intel-11700F-Core-I7-11-Gera-o-2-50GHz-Box-BX8070811700F_1685459894_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/169601/Processador-Intel-11700F-Core-I7-11-Gera-o-2-50GHz-Box-BX8070811700F_1685459905_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/169601/Processador-Intel-11700F-Core-I7-11-Gera-o-2-50GHz-Box-BX8070811700F_1685459916_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/169601/Processador-Intel-11700F-Core-I7-11-Gera-o-2-50GHz-Box-BX8070811700F_1685459928_gg.jpg']",GIGANTEC,False,2023-06-02 08:30:00,79.0
"Water Cooler NZXT Kraken Z53, RGB, Fans de 240mm, com Display LCD, Preto - RL-KRZ53-R1",NZXT,1504.99,1770.58,13.0,https://kabum.com.br/produto/240192/water-cooler-nzxt-kraken-z53-rgb-fans-de-240mm-com-display-lcd-preto-rl-krz53-r1,Hardware/Coolers/Water Cooler,"['https://images.kabum.com.br/produtos/fotos/240192/water-cooler-nzxt-kraken-z53-rgb-fans-de-240mm-com-display-lcd-preto-rl-krz53-r1_1634133430_original.jpg', 'https://images.kabum.com.br/produtos/fotos/240192/water-cooler-nzxt-kraken-z53-rgb-fans-de-240mm-com-display-lcd-preto-rl-krz53-r1_1634133429_original.jpg', 'https://images.kabum.com.br/produtos/fotos/240192/water-cooler-nzxt-kraken-z53-rgb-fans-de-240mm-com-display-lcd-preto-rl-krz53-r1_1634133428_original.jpg', 'https://images.kabum.com.br/produtos/fotos/240192/water-cooler-nzxt-kraken-z53-rgb-fans-de-240mm-com-display-lcd-preto-rl-krz53-r1_1634133427_original.jpg', 'https://images.kabum.com.br/produtos/fotos/240192/water-cooler-nzxt-kraken-z53-rgb-fans-de-240mm-com-display-lcd-preto-rl-krz53-r1_1634133431_original.jpg']",KaBuM!,True,2023-06-02 08:00:00,11.0
"Placa de Vídeo RX 6600 XFX Core Gaming Speedster SWFT 210 AMD Radeon Graphics Card, 8GB GDDR6, AMD RDNA 2 - RX-66XL8LFDQ",XFX,2579.99,2866.66,20.0,https://kabum.com.br/produto/261040/placa-de-video-rx-6600-xfx-core-gaming-speedster-swft-210-amd-radeon-graphics-card-8gb-gddr6-amd-rdna-2-rx-66xl8lfdq,Hardware/Placa de vídeo (VGA)/Placa de vídeo AMD,"['https://images.kabum.com.br/produtos/fotos/261040/placa-de-video-xfx-speedster-swft-210-amd-radeon-rx-6600-core-gaming-graphics-card-8gb-gddr6-amd-rdna-2-rx-66xl8lfdq_1637668357_original.jpg', 'https://images.kabum.com.br/produtos/fotos/261040/placa-de-video-xfx-speedster-swft-210-amd-radeon-rx-6600-core-gaming-graphics-card-8gb-gddr6-amd-rdna-2-rx-66xl8lfdq_1637668359_original.jpg', 'https://images.kabum.com.br/produtos/fotos/261040/placa-de-video-xfx-speedster-swft-210-amd-radeon-rx-6600-core-gaming-graphics-card-8gb-gddr6-amd-rdna-2-rx-66xl8lfdq_1637668358_original.jpg', 'https://images.kabum.com.br/produtos/fotos/261040/placa-de-video-xfx-speedster-swft-210-amd-radeon-rx-6600-core-gaming-graphics-card-8gb-gddr6-amd-rdna-2-rx-66xl8lfdq_1637668354_original.jpg', 'https://images.kabum.com.br/produtos/fotos/261040/placa-de-video-xfx-speedster-swft-210-amd-radeon-rx-6600-core-gaming-graphics-card-8gb-gddr6-amd-rdna-2-rx-66xl8lfdq_1637668355_original.jpg', 'https://images.kabum.com.br/produtos/fotos/261040/placa-de-video-xfx-speedster-swft-210-amd-radeon-rx-6600-core-gaming-graphics-card-8gb-gddr6-amd-rdna-2-rx-66xl8lfdq_1637668356_original.jpg']",KaBuM!,True,2023-06-01 08:00:00,60.0
"Memória Kingston Fury Beast para Intel XMP, 16GB, 5200MHz, DDR5, CL40, Preto - KF552C40BB-16",Kingston FURY,499.99,588.22,9.0,https://kabum.com.br/produto/264718/memoria-kingston-fury-beast-para-intel-xmp-16gb-5200mhz-ddr5-cl40-preto-kf552c40bb-16,Hardware/Memória RAM/DDR 5,"['https://images.kabum.com.br/produtos/fotos/264718/memoria-kingston-fury-beast-16gb-5200mhz-ddr5-cl40-preto-kf552c40bb-16_1636662575_original.jpg', 'https://images.kabum.com.br/produtos/fotos/264718/memoria-kingston-fury-beast-16gb-5200mhz-ddr5-cl40-preto-kf552c40bb-16_1636662577_original.jpg', 'https://images.kabum.com.br/produtos/fotos/264718/memoria-kingston-fury-beast-16gb-5200mhz-ddr5-cl40-preto-kf552c40bb-16_1636662576_original.jpg']",KaBuM!,True,2023-06-02 08:00:00,1.0
"Processador Intel Core i9-13900F, 5.6GHz Max Turbo, Cache 36MB, 24 Núcleos, 32 Threads, LGA 1700 - BX8071513900F",Intel,3699.99,4352.93,7.0,https://kabum.com.br/produto/405761/processador-intel-core-i9-13900f-5-6ghz-max-turbo-cache-36mb-24-nucleos-32-threads-lga-1700-bx8071513900f,Hardware/Processadores/Processador Intel/Core i9,"['https://images.kabum.com.br/produtos/fotos/405761/processador-intel-core-i9-13900f-5-6ghz-max-turbo-cache-36mb-24-nucleos-32-threads-lga-1700-bx8071513900f_1672683560_original.jpg', 'https://images.kabum.com.br/produtos/fotos/405761/processador-intel-core-i9-13900f-5-6ghz-max-turbo-cache-36mb-24-nucleos-32-threads-lga-1700-bx8071513900f_1672683559_original.jpg', 'https://images.kabum.com.br/produtos/fotos/405761/processador-intel-core-i9-13900f-5-6ghz-max-turbo-cache-36mb-24-nucleos-32-threads-lga-1700-bx8071513900f_1672683558_original.jpg']",KaBuM!,False,2023-06-02 08:00:00,20.0
"Water Cooler NZXT Kraken X63, 280mm, RGB - RL-KRX63-01",NZXT,989.99,1164.69,10.0,https://kabum.com.br/produto/113904/water-cooler-nzxt-kraken-x63-280mm-rgb-rl-krx63-01,Hardware/Coolers/Water Cooler,"['https://images.kabum.com.br/produtos/fotos/113904/water-cooler-nzxt-kraken-x63-140mm-rgb-rl-krx63-01_1591627451_original.jpg', 'https://images.kabum.com.br/produtos/fotos/113904/water-cooler-nzxt-kraken-x63-140mm-rgb-rl-krx63-01_1591627447_original.jpg', 'https://images.kabum.com.br/produtos/fotos/113904/water-cooler-nzxt-kraken-x63-140mm-rgb-rl-krx63-01_1591627452_original.jpg', 'https://images.kabum.com.br/produtos/fotos/113904/water-cooler-nzxt-kraken-x63-140mm-rgb-rl-krx63-01_1591627448_original.jpg', 'https://images.kabum.com.br/produtos/fotos/113904/water-cooler-nzxt-kraken-x63-140mm-rgb-rl-krx63-01_1591627449_original.jpg', 'https://images.kabum.com.br/produtos/fotos/113904/water-cooler-nzxt-kraken-x63-140mm-rgb-rl-krx63-01_1591627450_original.jpg']",KaBuM!,True,2023-06-02 08:00:00,2.0
"Processador Intel Core I9 10900K, 3.7GHz (5.3GHz Max Turbo), Cache 20MB, LGA 1200, Sem Cooler - BX8070110900K",Intel,2450.11,2722.34,13.0,https://kabum.com.br/produto/202052/processador-intel-core-i9-10900k-3-7ghz-5-3ghz-max-turbo-cache-20mb-lga-1200-sem-cooler-bx8070110900k,Hardware/Processadores/Processador Intel/Core i9,"['https://images.kabum.com.br/produtos/fotos/sync_mirakl/202052/Processador-Intel-Core-I9-10900K-3-7GHz-5-3GHz-Max-Turbo-Cache-20MB-LGA-1200-Sem-Cooler-BX8070110900K_1679545695_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/202052/Processador-Intel-Core-I9-10900K-3-7GHz-5-3GHz-Max-Turbo-Cache-20MB-LGA-1200-Sem-Cooler-BX8070110900K_1679545714_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/202052/Processador-Intel-Core-I9-10900K-3-7GHz-5-3GHz-Max-Turbo-Cache-20MB-LGA-1200-Sem-Cooler-BX8070110900K_1679545728_gg.jpg']",GIGANTEC,False,2023-06-02 08:30:00,12.0
"Water Cooler Cooler Master MasterLiquid ML240R RGB, 240mm - MLX-D24M-A20PC-R1",Cooler Master,574.99,676.46,20.0,https://kabum.com.br/produto/96501/water-cooler-cooler-master-masterliquid-ml240r-rgb-240mm-mlx-d24m-a20pc-r1,Hardware/Coolers/Water Cooler,"['https://images.kabum.com.br/produtos/fotos/96501/96501_1_1525283795_original.jpg', 'https://images.kabum.com.br/produtos/fotos/96501/96501_1525283795_original.jpg']",KaBuM!,True,2023-06-02 08:00:00,40.0
"SSD PNY CS1031 2 TB, M.2 2280 PCIe Gen3x4, NVMe 1.4, Leitura: 2400 MB/s e Gravação: 1750 MB/s, Preto - M280CS1031-2TB-CL",Pny,769.99,905.87,22.0,https://kabum.com.br/produto/397221/ssd-pny-cs1031-2-tb-m-2-2280-pcie-gen3x4-nvme-1-4-leitura-2400-mb-s-e-gravacao-1750-mb-s-preto-m280cs1031-2tb-cl,Hardware/SSD/SSD PCIe NVMe,"['https://images.kabum.com.br/produtos/fotos/397221/ssd-pny-cs1031-2-tb-m-2-2280-pcie-gen3x4-nvme-1-4-leitura-3600-mb-s-e-gravacao-3200-mb-s-preto-m280cs1031-2tb-cl_1671560471_original.jpg', 'https://images.kabum.com.br/produtos/fotos/397221/ssd-pny-cs1031-2-tb-m-2-2280-pcie-gen3x4-nvme-1-4-leitura-3600-mb-s-e-gravacao-3200-mb-s-preto-m280cs1031-2tb-cl_1671560472_original.jpg', 'https://images.kabum.com.br/produtos/fotos/397221/ssd-pny-cs1031-2-tb-m-2-2280-pcie-gen3x4-nvme-1-4-leitura-3600-mb-s-e-gravacao-3200-mb-s-preto-m280cs1031-2tb-cl_1671560470_original.jpg', 'https://images.kabum.com.br/produtos/fotos/397221/ssd-pny-cs1031-2-tb-m-2-2280-pcie-gen3x4-nvme-1-4-leitura-3600-mb-s-e-gravacao-3200-mb-s-preto-m280cs1031-2tb-cl_1671560473_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,32.0
"Water Cooler NZXT Kraken X53, RGB, 240mm (2x 120mm), Intel e AMD, Preto - RL-KRX53-R1",NZXT,864.99,1017.64,17.0,https://kabum.com.br/produto/155447/water-cooler-nzxt-kraken-x53-rgb-240mm-2x-120mm-intel-e-amd-preto-rl-krx53-r1,Hardware/Coolers/Water Cooler,"['https://images.kabum.com.br/produtos/fotos/155447/water-cooler-nzxt-kraken-x53-240mm-2x-120mm-rgb-para-intel-amd-rl-krx53-r1_1618519703_original.jpg', 'https://images.kabum.com.br/produtos/fotos/155447/water-cooler-nzxt-kraken-x53-240mm-2x-120mm-rgb-para-intel-amd-rl-krx53-r1_1618519704_original.jpg', 'https://images.kabum.com.br/produtos/fotos/155447/water-cooler-nzxt-kraken-x53-240mm-2x-120mm-rgb-para-intel-amd-rl-krx53-r1_1618519705_original.jpg', 'https://images.kabum.com.br/produtos/fotos/155447/water-cooler-nzxt-kraken-x53-240mm-2x-120mm-rgb-para-intel-amd-rl-krx53-r1_1618519706_original.jpg', 'https://images.kabum.com.br/produtos/fotos/155447/water-cooler-nzxt-kraken-x53-240mm-2x-120mm-rgb-para-intel-amd-rl-krx53-r1_1618519707_original.jpg', 'https://images.kabum.com.br/produtos/fotos/155447/water-cooler-nzxt-kraken-x53-240mm-2x-120mm-rgb-para-intel-amd-rl-krx53-r1_1618519708_original.jpg']",KaBuM!,False,2023-06-02 08:00:00,44.0
